id,content,IF,SHF,CD,Ch,SF,EF,SM,Op
2510,修改权值文件的时候产品内部未同步ssb-PositionsInBurst的最新信息，,0,1,0,0,0,0,1,0
2511,小区扇区设备应用权值编号设置错误导致软劈裂小区指标异常,1,0,0,0,1,0,0,0
2512,LTE TDD eNODEB扇区天线端口号配置错误导致小区不可用,0,1,0,0,1,0,0,0
2513,邻区核查 现网两个5G站点核查邻区配置正常；,0,0,0,1,0,0,0,0
2514,1）执行CELLACBAR命令后双模手机无法收到3G信号问题；,0,1,0,0,0,0,0,1
2515,1）执行CELLACBAR命令后双模手机无法收到3G信号问题：,0,1,0,0,0,0,0,1
2516,RRU故障导致该站点某扇区某通道出现了驻波告警,0,1,0,0,0,0,0,0
2517,(1)查询基站版本  LST SOFTWARE 查看主区与备区的软件版本，,0,0,0,1,0,0,0,0
2518,信道质量差导致无线掉话率高,1,0,0,0,0,0,0,0
2519,4.强干扰导致UE收不到eNodeB下发的切换信令。,0,1,0,0,0,0,0,0
2520,邻区参数配置错误导致NSA用户无法接入5G网络,0,1,0,0,1,0,0,0
2521,小区基带板资源分配失败导致小区无法建立,0,1,0,0,1,0,0,0
2522,基站主控板UMPT版本不匹配导致站点无法激活,0,1,0,0,1,0,0,0
2523,8T16R数据配置错误导致出现“射频单元业务不可用”问题处理,0,1,0,0,1,0,0,0
2524,终端Probe分析 基于Probe日志分析：,0,0,0,1,0,0,0,0
2525,该问题根因是单板硬件故障导致背板连接异常，,0,1,0,0,0,0,0,0
2526,RRU与天馈的接口故障导致导致单流比偏高,1,1,0,0,0,0,0,0
2527,该小区单流问题是RRU与天馈的接口松动导致。,0,1,0,0,0,0,0,0
2528,该小区单流问题是由于RRU与天馈的接口故障导致。,0,1,0,0,0,0,0,0
2529,如上分析得该PCI冲突告警可能如原因分析（情况2）——confusion（混淆）。,0,1,0,1,0,0,0,0
2530,MIMO RANK2比例低问题排查思路 TDD MIMO RANK2比例低常见排查思路如下：,1,0,0,0,0,0,0,0
2531,基站侧开通紧急呼叫功能导致UE无法进入RANK2,0,1,0,0,0,0,0,1
2532,高版本向低版本升级的操作导致配置数据无法平滑，,0,1,0,0,0,0,1,0
2533,由于升级eRAN11.1版本导致S1切换比例增大问题,1,0,0,0,0,0,1,0
2534,图1 X2接口底层SCTP链路查询结果 但是查看S1口信令，,0,0,0,1,0,0,0,0
2535,5G站点由于光路误码高导致光路频繁闪断,1,1,0,0,0,0,0,0
2536,光模块故障导致光路误码偏高,1,1,0,0,0,0,0,0
2537,重叠覆盖严重导致下行SINR差,1,1,0,0,0,0,0,0
2538,重叠覆盖严重导致SINR低,1,1,0,0,0,0,0,0
2539,CSFB呼叫失败 Problem Details 百脑汇一楼使用iphone 6 （CSFB终端）呼叫测试出现呼叫失败,0,1,0,0,0,0,0,0
2540,1. KPI分析 切换出成功率较差，,1,0,0,1,0,0,0,0
2541,2. 话统分析 话统统计确认是S1切换准备失败次数较多。,1,0,0,1,0,0,0,0
2542,基带板启动超慢或者启动失败；,0,1,0,0,0,0,0,0
2543,结合MO日志分析推断MMTEL AS启动IMS域放音定时器在6s左右。,0,0,0,1,0,0,0,1
2544,经过后台分析该时段PM性能文件数据丢失，,0,1,0,1,0,0,0,0
2545,由于背板能力限制导致3DMIMO小区激活失败,0,1,0,0,1,0,0,0
2546,背板能力受限导致小区激活失败,0,1,0,0,1,0,0,0
2547,TM模块软失效造成整站volte上行单通的分析解决方案,0,1,0,0,0,0,0,0
2548,系统KPI分析发现RTP上行S1-U丢包率较高（10%左右），,1,0,0,1,0,0,0,0
2549,如果缓存包数超过门限则丢包，,1,1,0,0,0,0,0,0
2550,TDL完整性保护算法设置错误导致部分终端无法上网,0,1,0,0,1,0,0,0
2551,发现下行调度次数不足只有600多次 图5 PCC小区下行调度次数不足 SCC小区下行调度次数同样也只有600多次：,1,0,0,0,0,0,0,0
2552,5月8日修改特殊子帧配比后修改频点后，,0,0,0,0,0,0,1,0
2553,GSM互调干扰导致的切换失败,0,1,0,0,0,0,0,0
2554,客户界面不可见 BBU日志截图 RRU每隔5分钟检测一次CPRI 链路的状态，,0,1,0,1,0,0,0,0
2555,智能预调度稀疏业务每次持续时间设置不合理导致LTE单站验证ping时延过大。,1,0,0,0,1,0,0,0
2556,relay小区用户规格受限导致RRC建立成功率低,1,0,0,0,1,0,0,0
2557,配置参数、告警、邻区核查 1）对4G小区的CSFB开关及重定向开关核查未发现异常。,0,0,0,1,0,0,0,0
2558,Lampsite扇区配置错误导致小区激活失败（无可用RRU资源）,0,1,0,0,1,0,0,0
2559,智能预调度参数配置错误导致E RAB 建立失败次数增加,1,0,0,0,1,0,0,0
2560,需要修改GL两侧配置为一致或者上站检查CPRI连接是否存在交叉。,0,0,0,1,0,0,1,0
2561,还会出现规格受限导致RRC建立失败的现象，,0,1,0,0,1,0,0,0
2562,主要为SRB和DRB的RLC达到最大重传次数后引起的eRAB异常释放。,1,1,0,0,0,0,0,0
2563,由于RRU不支持eCPRI导致配置变化时候小区无法建立,0,1,0,0,0,0,0,0
2564,由于没有打开预调度导致空口时延大，,1,1,0,0,0,0,0,0
2565,射频通道故障导致4T4R场景下E-RAB建立成功率低,1,1,0,0,0,0,0,0
2566,1）分析话统发现E-RAB恶化明显，,1,0,0,1,0,0,0,0
2567,传输质量不好引起基站时钟问题,1,1,0,0,0,0,0,0
2568,且是上行重同步失败导致的异常释放次数增加，,1,1,0,0,0,0,0,0
2569,一直未收到bye 200导致掉话。,0,1,0,0,0,0,0,0
2570,2) 核心网IMS侧INVITE消息转发过慢造成呼叫建立时延长。,1,1,0,0,0,0,0,0
2571,现网升级20B版本后部分站点TRUNK组中一条链路出现故障，,0,1,0,0,0,0,1,0
2572,传输时延大导致ping时延不达标案例分析,1,0,0,0,0,0,0,0
2573,导致丢包和基站调度不足。,1,1,0,0,0,0,0,0
2574,可以证实问题发生期间确实因为用户数量过多而导致终端准入失败。,1,1,0,0,0,0,0,0
2575,确认该站点用户接入失败的原因是用户数量过多，,1,1,0,0,0,0,0,0
2576,5G基站帧偏置配置错误导致4G站点严重干扰,0,1,0,0,1,0,0,0
2577,测试卡PLMN配错导致EPS fallback测试失败,0,1,0,0,1,0,0,0
2578,"就发生了资源受限导致RRC建立失败的情况,",0,1,0,0,1,0,0,0
2579,光模块使用不当导致基站小区服务能力下降分析及处理,1,1,0,0,0,0,0,0
2580,从而导致RRC建立失败或E-RAB建立失败。,0,1,0,0,0,0,0,0
2581,发现XN接口异常原因是“建立失败”；,0,1,0,0,0,0,0,0
2582,在数据配置更新时会进行数据完整性校验，,0,0,0,1,0,0,1,0
2583,导致激活小区时由于S1链路不可用，,0,1,0,0,0,0,0,1
2584,基带板复位导致部分lampsite小区建立失败,0,1,0,0,0,0,0,0
2585,P2终端不支持RTP协议导致EMBMS卡顿的问题,0,1,0,0,0,0,0,0
2586,基带设备配置异常导致小区激活失败，,0,1,0,0,1,0,0,0
2587,所有小区激活后上报29870 NR分布单元小区TRP不可用告警，,0,1,0,0,0,0,0,1
2588,MME寻呼响应间隔设置不合理导致VOLTE呼叫失败,0,1,0,0,1,0,0,0
2589,信令跟踪分析 从现场反馈的UU/S1口信令分析，,0,0,0,1,0,0,0,0
2590,之所以在问题时间点小区激活失败原因为射频单元通道硬件故障，,0,1,0,0,0,0,0,0
2591,是由于链路CPRI异常导致RRU侧时钟异常，,0,1,0,0,0,0,0,0
2592,TA值未设置导致无法接入5G,0,1,0,0,1,0,0,0
2593,光纤故障导致BBU IR光模块收发异常,0,1,0,0,0,0,0,0
2594,因信道质量差导致的PUSCH DTX VOLTE丢包问题分析,1,1,0,0,0,0,0,0
2595,CN2设备老化导致用户上网体验差案例,1,1,0,0,0,0,0,0
2596,2.2.3.2.3 来水量分析 从问题时间段占据主要流量的TCP流均存在丢包，,0,1,0,1,0,0,0,0
2597,根据核心网侧分析发现由未鉴权过的新侧AUSF/UDM带给UE的SEQ初始值校验失败，,0,1,0,1,0,0,0,0
2598,则会引起覆盖区信号变弱或无信号，,1,1,0,0,0,0,0,0
2599,建立承载与切换流程冲突导致未接通问题,0,1,0,0,0,0,0,0
2600,出现消息单元过载导致消息申请不到，,0,1,0,0,0,0,0,0
2601,传输数据配置问题导致基站无法上报ESN号,0,1,0,0,1,0,0,0
2602,由此可见RRC建立成功率低的问题是上行信道异常导致的。,1,1,0,0,0,0,0,0
2603,RRU FPGA软失效导致RRU通道RSSI异常，,0,1,0,0,0,0,0,0
2604,进而严重影响LTE的整体网络质量 我们对南京南站南侧宋艾新村小区周边进行了一轮道路测试，,0,1,0,1,0,0,0,0
2605,可以确定邻区强干扰导致服务小区SINR低；,1,1,0,0,0,0,0,0
2606,5. 在后台分析日志发现存在功率受限，,0,0,0,1,1,0,0,0
2607,erab还没有删除导致SIP信令异常。,0,1,0,0,0,0,0,0
2608,由于打开S1 SWITCH开关导致erab建立成功率下降,1,0,0,0,0,0,0,1
2609,原因值为“传输层问题导致E-RAB建立失败”，,0,1,0,0,0,0,0,0
2610,1.1 debug分析 以其中一次e-RAB建立流程分析，,0,0,0,1,0,0,0,0
2611,由于上行弱覆盖导致的RRC建立成功率低问题,1,1,0,0,0,0,0,0
2612,双拼RRU掉电导致射频单元业务不可用的分析,0,1,0,0,0,0,0,0
2613,某局室分基站由于RRU掉电导致射频单元业务不可用告警上报，,0,1,0,0,0,0,0,0
2614,导致License限制失败的直接原因是“硬件License申请失败”；,0,1,0,0,0,0,0,0
2615,基站单板长期空闲态但有突发数据时数据发送异常导致RRC建立成功率下降案例,1,1,0,0,0,0,0,0
2616,导致EP自建立失败导致ERAB建立失败。,0,1,0,0,0,0,0,0
2617,upeu接入电缆虚接导致基站闪断,0,1,0,0,0,0,0,0
2618,某局点移动LampSite站点在R13.1版本升级后出现射频单元接收通道RSSI过低告警：,1,0,0,0,0,0,1,0
2619,从故障日志分析可看出此站点出现了射频单元接收通道RTWP/RSSI过低告警：,1,0,0,1,0,0,0,0
2620,OMCH IP地址配置错误导致Lampsite DCU时间同步失败,0,1,0,0,1,0,0,0
2621,LTE网络电联共享站点因IPRAN问题导致S1接口切换失败,0,1,0,0,0,0,0,0
2622,从表中可以看出导致E-RAB建立失败的原因主要为“传输层问题导致E-RAB建立失败”，,0,1,0,0,0,0,0,0
2623,重选优先级配置错误导致LTE新扩容载波用户数偏低,1,0,0,0,1,0,0,0
2624,TAC配置不合理导致CSFB被叫失败,0,1,0,0,1,0,0,0
2625,路由配置错误导致在U2000无法备份配置,0,1,0,0,1,0,0,0
2626,三星S5终端解码器问题导致使用微信过程中视频卡顿,0,1,0,0,0,0,0,0
2627,当拔掉对端制式的主控板或者在BBU互联场景下拔掉互联线后，,0,0,0,0,0,0,0,1
2628,告警原因分析 对于ALM-26270 制式间通信异常告警，,0,1,0,1,0,0,0,0
2629,BBU互联线缆异常或者BBU互联端口光模块故障。,0,1,0,0,0,0,0,0
2630,精太科技-SCDHLS4WM3WH 基站前期RHUB频繁闪断和部分RHUB掉电导致用户投诉剧增。,0,1,0,0,0,0,0,0
2631,关闭问题GPS后 3.2 优化效果 关闭联通基站故障GPS，,0,0,0,0,0,0,0,1
2632,1.3 HoFailure类重建场景分析 以eNodeBId=258761/262672和259607三个TOP站点分析为例：,0,0,0,1,0,0,0,0
2633,发现8板位CXP单板硬件故障导致无线与核心网之间业务链路不通，,0,1,0,0,0,0,0,0
2634,如果基站侧不下调发射增益会引起TUE/CPE不能正常工作,0,1,0,0,0,0,0,0
2635,由于基站RRU驻波值高而导致小区功率下降影响下载速率的问题,1,0,0,0,0,0,0,0
2636,1.3 小区覆盖分析 小区功率降低后，,1,0,0,1,0,0,0,0
2637,图6 降低RS信号功率并增加衰减器后RSRP走势,0,0,0,0,0,0,1,0
2638,图7 降低RS信号功率并增加衰减器后SINR走势,0,0,0,0,0,0,1,0
2639,图9 降低RS信号功率并增加衰减器后BLER走势,0,0,0,0,0,0,1,0
2640,但是X2链路缺失是导致重建成功率低的根本原因。,1,1,0,0,0,0,0,0
2641,图1 RRC和ERAB指标恶化 1.1.1 RRC建立失败的原因为：,1,1,0,0,0,0,0,0
2642,但是RSRP比较差（-135） 图5 MSG4反馈情况 1.1.2 ERAB建立失败原因为：,1,1,0,0,0,0,0,0
2643,MME 图6 ERAB建立失败原因1 MME原因导致的erab指标恶化主要是：,1,1,0,0,0,0,0,0
2644,图7 ERAB建立失败原因2 分析该终端Callid：,0,1,0,1,0,0,0,0
2645,但是PUSCH上行数据由于上行信号太差导致基站解错，,1,1,0,0,0,0,0,0
2646,图9 上行不断重传 终端上行信号很差，,1,1,0,0,0,0,0,0
2647,DRX offset与GAP offset存在冲突导致FDD小区eRab建立失败问题分析案例,0,1,0,0,0,0,0,0
2648,某基站网优工程师在做站点验证测试时发现站点业务不可用，,0,1,0,1,0,0,0,0
2649,分析到NR没有接入的直接原因是LTE没有下发B1测量控制 。,0,1,0,0,0,0,0,0
2650,1.3.2  反向频谱扫描数据分析 通过OMStar分析反向频谱扫描数据，,0,0,0,1,0,0,0,0
2651,2.4 干扰分析 2.4.1 反向频谱扫描数据分析 从反向频谱扫描的时域图上可以看到，,0,0,0,1,0,0,0,0
2652,M国U局部分时段出现RRC拒绝原因的RRC建立失败和S1 SIG成功率低,1,1,0,0,0,0,0,0
2653,由于UTRAN A2 RSRP门限偏置设置错误导致不触发SRVCC,0,1,0,0,1,0,0,0
2654,频繁发生传输层问题导致E-RAB建立失败问题。,0,1,0,0,0,0,0,0
2655,终端发送Msg1或Msg3失败、GAP期终端接收Msg2失败。,0,1,0,0,0,0,0,0
2656,由于打开X2自建立开关导致切换成功率下降掉话率抬升,1,0,0,0,0,0,0,1
2657,软件缺陷导致某局点单个站点升级19B C11版本后出现UMTS小区不可用问题,0,1,0,0,0,0,1,0
2658,而上行公共区被干扰后只会导致新用户接入失败，,0,1,0,0,0,0,0,0
2659,出现调度数不足的原因大多数都是由于来水量不足导致,1,0,0,0,0,0,0,0
2660,因此排除SCTP链路问题导致S1接口无法建立。,0,1,0,1,0,0,0,0
2661,配置错误导致载扇资源无法激活,0,1,0,0,1,0,0,0
2662,是因为射频通道不可用导致其不可用。,0,1,0,0,0,0,0,0
2663,具体问题=小区物理资源故障 05/15/2015 075837 05/18/2015 110457 小区不可用告警 eNodeB名称=,0,1,0,0,0,0,0,0
2664,关联话统分析确认 1. E-RAB建立失败的主要原因L.E-RAB.FailEst.MME和L.E-RAB.FailEst.RNL，,0,1,0,1,0,0,0,0
2665,GL频点重合导致LTE侧小区无法正常建立。,0,1,0,0,1,0,0,0
2666,SZ市关闭异频MR后导致RRC重建比例升高,1,0,0,0,0,0,0,1
2667,其中出现建立失败原因是MS1主叫收到网络侧下发的500错误代码之后Volte呼叫建立失败.,0,1,0,0,0,0,0,0
2668,PCI Mod3干扰导致SINR变差,1,1,0,0,0,0,0,0
2669,先将激活的4个小区去激活（同一条链环上的小区如果需要修改CPRI压缩类型，,0,0,0,0,0,0,1,1
2670,S1参数漏配导致切换成功率差问题处理,1,0,0,0,1,0,0,0
2671,由于商用license无法激活导致NBIOT小区退服,0,1,0,0,0,0,0,0
2672,1.2.3 RRU日志分析 从记录到的日志看9.27号0-61-0 RRU反复出现FPGA CDR 失锁异常，,0,1,0,1,0,0,0,0
2673,1.1 核查一 ENB切换次数核查 公式：,0,0,0,1,0,0,0,0
2674,S1接口链路故障闪断导致切换指标恶化,1,1,0,0,0,0,0,0
2675,由于OPPO终端问题导致5G基站测试时回落4G的问题,0,1,0,0,0,0,0,0
2676,劣化原因初步定为为弱覆盖导致掉线。,0,1,0,0,0,0,0,0
2677,信号输出异常导致UE掉线。,0,1,0,0,0,0,0,0
2678,华为省干PTN侧（xx开发区省公司出口） Tcptrace图分析 可以看到下载曲线非常差，,1,0,0,1,0,0,0,0
2679,PA值设置不合适导致小区功率超过RRU能力,1,0,0,0,1,0,0,0
2680,BBU传输端口锁死导致ESN不上报,0,1,0,0,0,0,0,0
2681,就会出现QCI1承载建立后立马被释放导致未接通问题,0,1,0,0,0,0,0,0
2682,重选时UE测量间隔过大导致SINR陡降问题,1,0,0,0,0,0,0,0
2683,可能导致重选不及时导致的SINR陡降现象。,1,1,0,0,0,0,0,0
2684,图1 X2接口底层SCTP链路查询结果 但是查看S1口信令，,0,0,0,1,0,0,0,0
2685,通过现场改造后和后台改造后，,0,0,0,0,0,0,1,0
2686,CME开通VAM后逻辑小区建立失败问题,0,1,0,0,0,0,0,1
2687,CME修改小区VAM开关后没有复位基站，,0,1,0,0,0,0,1,0
2688,eNodeB打开DRX开关导致下行ping时延大问题分析,1,0,0,0,0,0,0,1
2689,小区合并模式时绑定的基带设备编号不一致导致小区无法建立,0,1,0,0,1,0,0,0
2690,LTE网络DRX参数设置不当导致部分终端寻呼不成功问题案例,0,1,0,0,1,0,0,0
2691,eNodeB升级后发现双载波功率超RRU能力导致小区建立失败,1,1,0,0,0,0,1,0
2692,三、 基站侧话统分析 基站侧在问题时间段内只有少量的下行空口丢包，,0,1,0,1,0,0,0,0
2693,由于弱覆盖导致LTE小区1与LTE小区2切换失败,0,1,0,0,0,0,0,0
2694,3114 5 CellDT分析 针对上下文建立失败，,0,1,0,1,0,0,0,0
2695,组网分析 结合UL两侧配置文件分析，,0,0,0,1,0,0,0,0
2696,RRU3172帧偏置未设置为0导致出现TDD系统内干扰问题,0,1,0,0,1,0,0,0
2697,从反向频谱分析发现了TDD 系统内干扰，,0,1,0,1,0,0,0,0
2698,经过核查站点配置数据发现XXHL站点S1链路缺失，,0,1,0,1,0,0,0,0
2699,终端5G注册失败后去N1 Mode能力不上报SA能力，,0,1,0,0,0,0,0,0
2700,LTE基站端口属性配置错误导致站点上报配置数据不一致告警,0,0,0,0,1,0,0,0
2701,如果pcc cqi资源申请失败引起UEM内部处理异常，,0,1,0,0,0,0,0,0
2702,供电模块故障导致RRU闪断,0,1,0,0,0,0,0,0
2703,定位为供电模块故障造成设备供电异常，,0,1,0,0,0,0,0,0
2704,核心网释放原因导致小区eNodeB间X2接口切换出执行失败；,0,1,0,0,0,0,0,0
2705,AAU发射功率不足导致CPE无法正常接入5G,1,1,0,0,0,0,0,0
2706,CIO配置不合理导致切换失败,0,1,0,0,1,0,0,0
2707,可能因为存在传输问题导致切换失败，,0,1,0,0,0,0,0,0
2708,S1链路配置错误问题导致的切换准备失败问题分析,0,1,0,0,1,0,0,0
2709,终端校验失败触发终端异常，,0,1,0,0,0,0,0,0
2710,RRU异常导致的干扰值低 告警呈现：,1,1,0,0,0,0,0,0
2711,上行数据同步异常导致的干扰值低（分析同A市） 场景3：,1,1,0,0,0,0,0,0
2712,因小区功率配置错误导致5G某NSA站点现场测试无信号的案例,0,1,0,0,1,0,0,0
2713,X2链路故障原因为SCTP底层链路故障，,0,1,0,0,0,0,0,0
2714,最有可能的是某Top用户的异常导致的RRC接入失败次数过多。,1,1,0,0,0,0,0,0
2715,某局由于参数配置异常导致终端无法驻留到小区,0,1,0,0,1,0,0,0
2716,上行HARQ重传参数设置过高导致上行资源占用率偏大,1,0,0,0,1,0,0,0
2717,电话没有接通的原因都是由于终端没有响应183消息,0,1,0,0,0,0,0,0
2718,因RNC侧的载波功率配置过高导致TD基站升级后部分载波不能正常建立,0,1,0,0,1,0,1,0
2719,NR侧不能接入的主要原因在于终端未上报preamble。,0,1,0,0,0,0,0,0
2720,终端在特定地点出现电平陡升甚至掉话现象，,1,1,0,0,0,0,0,0
2721,引起基站射频单元频繁闪断的原因都是光洁面污染和尾纤或者法兰盘异常导致，,0,1,0,0,0,0,0,0
2722,QCI1承载建立异常导致VoLTE呼叫失败转为CSFB,0,1,0,0,0,0,0,0
2723,由于TD干扰导致基站RTWP偏高,1,1,0,0,0,0,0,0
2724,DRX打开在干扰较大的场景导致QCI1数据包时长拉长，,1,0,0,0,0,0,0,1
2725,3)配置CSFB保护定时器（用于在UE一直无法上报B1时，,0,1,0,0,0,0,1,0
2726,先根据话统分析是什么原因导致的掉线。,0,1,0,1,0,0,0,0
2727,高铁专网小区参数优化调整导致部分小区接入成功率指标恶化,1,0,0,0,0,0,1,0
2728,C国B客户调低普通用户L2U PSHO异系统A2门限后SRVCC切换次数减少问题分析,1,0,0,0,0,0,1,0
2729,1、核查站点配置信息 通过网关系统查询站点时隙配置和特殊子帧配置。,0,0,0,1,0,0,0,0
2730,BJ移动地铁测试因LTE侧配置错误导致终端无法接入锚点小区 ，,0,1,0,0,1,0,0,0
2731,以前曾出现过站间不同步导致的上行干扰问题；,0,1,0,0,0,0,0,0
2732,认定为参数配置问题导致难以接入,0,1,0,0,1,0,0,0
2733,AAU断链 更换新的UBBPg2a基带板后故障的原因是，,0,1,0,0,0,0,1,0
2734,5G试验站点多处TAC异常导致终端无信号,0,1,0,0,0,0,0,0
2735,第三步、S1口时延分析 利用基站网管排查站点到UGW和MME的传输质量，,0,0,0,1,0,0,0,0
2736,小区TAC值配置错导致切换成功率低,1,0,0,0,1,0,0,0
2737,由于目标小区拥塞导致小区切换成功率低,1,1,0,0,0,0,0,0
2738,当用户切换失败的消息出现的时候目标小区内的业务满意率较低，,1,1,0,0,0,0,0,0
2739,NBIOT参数配置不合理导致接入成功率偏低问题,1,0,0,0,1,0,0,0
2740,基站参数配置不合理导致接入成功率较低,1,0,0,0,1,0,0,0
2741,引起底噪抬升的原因 2.2.1  网络负荷增高 3G本小区上行用户间的干扰随着负荷的增加而升高，,1,0,0,0,0,0,0,0
2742,TOP用户分析 平台无法提供用户号码，,0,1,0,1,0,0,0,0
2743,TD-LTE eNodeBID配置错误导致接入失败案例,0,1,0,0,1,0,0,0
2744,每次都是添加NR后在5G信号良好时异常释放。,0,1,0,0,0,0,0,1
2745,用户面本端IP地址配置错位导致用户无法接入,0,1,0,0,1,0,0,0
2746,基站用户面地址配置错误导致基站用户无法接入,0,1,0,0,1,0,0,0
2747,3、后台测试数据分析 CELLDT日志分析来看，,0,0,0,1,0,0,0,0
2748,具体定界原因主要为TCP下游RTT时延大及上行重传率高。,1,0,0,0,0,0,0,0
2749,增加基带设备 执行ADD EUCELLSECTOREQM，,0,0,0,0,0,0,1,1
2750,MATE 20X未上报ENDC能力导致终端不能接入5G小区,0,1,0,0,0,0,0,0
2751,MATE 20X未上报ENDC能力导致终端不能接入5G小区.,0,1,0,0,0,0,0,0
2752,周边站点信号太强导致RRN无法接入,1,1,0,0,0,0,0,0
2753,高铁频点修改后RRC接通率恶化,1,0,0,0,0,0,1,0
2754,避免终端测量控制消息接收失败或者上报测量后无法切换，,0,1,0,0,0,0,0,0
2755,修改基站ID后需要复位基站以确保参数变更有效。,0,0,0,0,0,0,1,1
2756,3、大量链路异常告警分析 问题时间段存在大量SCTP和S1链路故障告警。,0,1,0,0,0,0,0,0
2757,所以从上述分析中可以看出上游丢包导致了来水量不足，,1,1,0,0,0,0,0,0
2758,RRC建立异常主要原因是UE无应答导致，,0,1,0,0,0,0,0,0
2759,2. 告警原因分析 对于ALM-26270 制式间通信异常告警，,0,1,0,1,0,0,0,0
2760,BBU互联线缆异常或者BBU互联端口光模块故障。,0,1,0,0,0,0,0,0
2761,单板硬件故障导致CANBUS通信异常告警，,0,1,0,0,0,0,0,0
2762,1.1.3.3  问题根因 硬件故障导致出现canbus通信异常告警。,0,1,0,0,0,0,0,0
2763,990624站点在3月27日出现主控板异常复位告警和配置文件损坏告警，,0,1,0,0,0,0,0,0
2764,案例 CAPS过高导致小区吞吐量掉0的问题,1,0,0,0,0,0,0,0
2765,配置不合理导致感知差。,1,0,0,0,1,0,0,0
2766,随后收到了锚点站点的传输资源不可用导致的NR变更拒绝（一次呼叫存在多次拒绝，,0,1,0,0,0,0,0,0
2767,异频门限配置错误导致无法测量异频邻区,0,1,0,0,1,0,0,0
2768,但源基站外部小区数据未更新导致切换失败；,0,1,0,0,0,0,0,0
2769,主控板I2C通道异常导致上报传输光模块故障告警,0,1,0,0,0,0,0,0
2770,发现I2C通道异常 I2C通道不通，,0,1,0,0,0,0,0,0
2771,造成短路引起电源故障，,0,1,0,0,0,0,0,0
2772,端口镜像抓包时需要使用光电转换器（SFP转换为RJ45），,0,0,1,0,0,0,0,1
2773,当传输网络出现乱序以及丢包而导致基站重传TCP报文时，,0,1,0,0,0,0,0,0
2774,主要是调度不足导致上行吞吐率低,1,0,0,0,0,0,0,0
2775,MMEC冲突导致S1链路故障,0,1,0,0,0,0,0,0
2776,从基站PNP跟踪中发现基站盲启失败，,0,1,0,1,0,0,0,0
2777,图2 Paging的丢弃次数陡增 2．分析现场操作。,1,0,0,1,0,0,0,0
2778,小区半径设置错误导致切换成功率低,1,0,0,0,1,0,0,0
2779,eRAB建立成功率下降 Problem Details某局点15个站点在2016-04-18开始同时出现E-RAB建立成功率下降。,1,0,0,0,0,0,0,0
2780,并打开飞行模式 14 40  00 关闭飞行模式 14 43 30  跑speedtest，,0,0,0,0,0,0,0,1
2781,UE LOST与切换失败导致异常释放，,0,1,0,0,0,0,0,0
2782,CPRI链路误码导致lampsite站点上行数据同步异常,0,1,0,0,0,0,0,0
2783,PDCP无来水量原因分析 在服务器wireshark抓包，,0,0,1,1,0,0,0,0
2784,源小区未收到来自目标侧的任何消息 源小区发送切换取消导致切换出失败：,0,1,0,0,0,0,0,0
2785,CPE问题导致上行吞吐率不达标,1,1,0,0,0,0,0,0
2786,C国L市由于寻呼问题导致CSFB成功率低,1,1,0,0,0,0,0,0
2787,客户计费系统设置问题导致LTE计费异常,0,1,0,0,1,0,0,0
2788,因为在修改PCI和TAC之前我们已经将所有的邻区关系都删除，,0,0,0,0,0,0,1,1
2789,造成无法重选或重选时长过大，,1,1,0,0,0,0,0,0
2790,核心网配置问题造成3G用户在4G覆盖下无法入网,0,1,0,0,1,0,0,0
2791,由于上行弱覆盖导致的上行丢包，,0,1,0,0,0,0,0,0
2792,且原因都是终端在目标测因MSG1不响应导致的接入失败，,0,1,0,0,0,0,0,0
2793,切换失败和重建导致上行出现大量的终端侧弃包，,0,1,0,0,0,0,0,0
2794,在遇到切换失败、重建事件是下行PDCP也会出现弃包，,0,1,0,0,0,0,0,0
2795,RRU硬件失效引起射频单元硬件故障,0,1,0,0,0,0,0,0
2796,"3、验证前台测试时延引起全网时延指标偏高 3月19日,",1,0,0,1,0,0,0,0
2797,射频资源故障引起的RRU小区不可用,0,1,0,0,0,0,0,0
2798,使用wireshark工具过滤器tcp.analysis.retransmission  tcp.analysis.fastretransmission分析抓包文件，,0,0,0,1,0,0,0,1
2799,4、获取一键式日志并启动信令跟踪发现：,0,0,1,0,0,0,0,1
2800,存在PATH故障等告警 分别查询物理端口，,0,1,0,1,0,0,0,0
2801,因UPEU和FAN版本过高导致单板不在位告警,1,1,0,0,0,0,0,0
2802,由于MIFI终端版本低导致无法在TDS网络注册,1,1,0,0,0,0,0,0
2803,由于reg task info文件损坏导致BSC的网管接口任务不能正常下发,0,1,0,0,0,0,0,0
2804,RRU未配导致UBRI反复复位,0,1,0,0,1,0,0,0
2805,射频单元软件下载不全导致网元升级失败且无法回退,0,1,0,0,0,0,0,0
2806,所以基本上确定是由于共站的GSM时钟问题导致LTE站点切换问题。,0,1,0,0,0,0,0,0
2807,//添加柜、框、单板 //添加主控板，,0,0,0,0,0,0,0,1
2808,异频切换参数设置不合理导致宏站和室分频繁切换,0,1,0,0,1,0,0,0
2809,因为切换入失败主要分析目标小区的接入性能，,0,1,0,1,0,0,0,0
2810,终端不上报MR导致路测SINR较差,1,1,0,0,0,0,0,0
2811,1.1 开启异运营商MR后终端切换不及时导致SINR较差 经现场确认终端使用Mate8在L800M频段上做路测，,1,1,0,0,0,0,0,1
2812,可确认SINR变差的直接原因是UE没有及时切换到合适的小区，,1,1,0,0,0,0,0,0
